"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"1","1","Black/White","BW Midrange","Zombies","15","8","17","2.17","Retrofitted Transmogrant, Clawing Torment, Gixian Infiltrator, Putrid Goblin, Go for the Throat, Snuff Out, Cradle of the Accursed, Falkenrath Noble, Vendetta, Okiba Reckoner Raid, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Guildsworn Prowler, Vermin Gorger, Loathsome Curator, Undying Malice, Carrion Feeder, Doomed Traveler, Thorn of the Black Rose, Plains, Nested Shambler, Suture Priest, Wither and Bloom, Snarling Gorehound, Scoured Barrens, Accursed Marauder, First-Sphere Gargantua, Dog Umbra","Heliod's Pilgrim, Guardian of the Guildpact, Faith's Fetters, Journey to Nowhere, Gods Willing, Imperial Oath, Reckless Impulse, Wary Farmer, Suburban Sanctuary, Cathar Commando, Shattered Landscape, Ainok Bond-Kin, Alabaster Host Intercessor, Palace Sentinels, Malevolent Rumble, Pulse of Murasa, Leonin Bola, Gift of Orzhova, Okiba-Gang Shinobi, Fortress Kin-Guard"
"1","2","Red/White","RW Aggro","Humans","14","9","17","1.91","Faerie Guidemother, Conduit Goblin, Dog Walker, Homestead Courage, Tenth District Legionnaire, Blessed Hippogriff, Rally the Peasants, Bonesplitter, Planar Disruption, Porcelain Legionnaire, Focus Fire, Thraben Charm, Greatsword of Tyr, Deftblade Elite, Mountain, Territorial Hammerskull, Tocasia's Dig Site, Ancestral Blade, Stormfront Pegasus, Gideon's Lawkeeper, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Novice Inspector, Abraded Bluffs, Thraben Inspector, Seeker of the Way, Battle Screech, Miner's Guidewing","Vulshok Morningstar, Raid Bombardment, Azorius Chancery, Savage Mansion, Mardu Skullhunter, Thriving Grubs, Reckless Charge, Ram Through, Night Market, Titan's Grave, Sheltering Landscape, Aether Chaser, Flame Slash, Barbed Batterfist, Jackal Pup, Fireball, Plasma Bolt, Dauntless Unity, Brambleback Brute, Scholar of Combustion"
"1","3","Black/Green","BG Graveyard","Black/Green","14","9","17","2.52","Utopia Sprawl, Champion of Dusan, Owlbear, Colossal Dreadmask, Putrid Leech, Golgari Rot Farm, Contagious Vorrac, Rubblebelt Maverick, Gurmag Angler, Elvish Mystic, Arbor Elf, Jewel Thief, Unearth, Expanding Ooze, Monstrous Emergence, Swamp, Swamp, Swamp, Swamp, Witherbloom Campus, Dreg Mangler, Disfigure, Ainok Wayfarer, Tithing Blade, Sprout Swarm, Candy Grapple, Rancor, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Voracious Varmint, Bannerhide Krushok","Gingerbrute, Pristine Talisman, Kingpin's Pet, Growth Spiral, Conduit Pylons, Underworld Charger, Wolf Cove Villager, You Hear Something on Watch, Ulamog's Crusher, Vault Skirge, Ominous Asylum, Candy Trail, Death Denied, Wrenn's Resolve, Foreboding Landscape, Mutagenic Growth, Dauthi Slayer, Diregraf Horde, Spellbook Seeker, Petrify"
"1","4","Green","G Counters","Creatures","17","6","17","3.22","Selesnya Sanctuary, Temperamental Oozewagg, Phantom Tiger, Abundant Harvest, Wall of Roots, Nyxborn Hydra, Llanowar Elves, Trumpeting Herd, Wild Growth, Sagu Wildling, Yavimaya Elder, Jade Guardian, Basking Broodscale, Annoyed Altisaur, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Generous Ent, Bushwhack, Conclave Naturalists, Fertile Ground, Blastoderm, Kyoshi Village, Captured by Lagacs, Bramble Wurm, Sakura-Tribe Elder, Sarulf's Packmate, Mother Bear","Faithful Watchdog, Branching Bolt, Snakeskin Veil, Riling Dawnbreaker, Teetering Peaks, Winding Way, Coiling Oracle, Hooting Mandrills, Raffine's Informant, Vines of Vastwood, Quandrix Pledgemage, University Campus, Carrier Thrall, You Meet in a Tavern, Urban Daggertooth, Tranquil Landscape, Unbounded Potential, Gnarlid Colony, Borrowed Grace, Goblin Anarchomancer"
"1","5","Blue","U Spellslinger","Spells, Wizards","11","12","17","3.17","Escape Tunnel, Ponder, Starbreach Whale, Peregrine Drake, Phantom Interference, Zephyr Winder, Desert, Mulldrifter, Meeting of Minds, Weakstone's Subjugation, Serum Visions, Deep Analysis, Treasure Cruise, Tranquil Cove, Lórien Revealed, Vizier of Tumbling Sands, Miscalculation, Serum Visionary, Condescend, Archaeomancer, Remove Soul, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Faerie Seer, Tolarian Terror, Into the Roil, Elite Interceptor, Shipwreck Dowser","Aerie Auxiliary, Prophetic Prism, Armadillo Cloak, Deceptive Landscape, Liliana's Specter, Troll of Khazad-dûm, Hickory Woodlot, Seething Landscape, Hidden Grotto, Flayer Husk, Savannah Lions, Resentful Revelation, Sinister Hideout, Cavern Harpy, Prismatic Strands, Momentary Blink, Dinrova Horror, Silver Drake, Warship Scout"
"1","6","Red","R Burn","Spells, Goblins","14","9","17","1.96","Gnawing Crescendo, Fireslinger, Improvised Club, Burning-Tree Emissary, Witty Roastmaster, Clockwork Percussionist, Bogardan Dragonheart, Frenzied Goblin, Wrangle, Goblin Surprise, Firebolt, Mogg War Marshal, Hissing Iguanar, Shock Brigade, Basilisk Gate, Grim Initiate, Underworld Rage-Hound, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Searing Spear, Burst Lightning, Sparksmith, Fanatical Firebrand, Goblin Motivator, Abrade","Crypt Rats, Contaminated Landscape, Bone Picker, Forum of Amity, Unwilling Ingredient, Doom Blade, Serrated Arrows, Boiling Rock Prison, Furnace Strider, Glimmerlight, Rolling Thunder, Rhox Veteran, Orzhov Basilica, Pinnacle Kill-Ship, Filigree Familiar, Body Dropper, Guttersnipe, Twisted Landscape, Vampire Lacerator, Serpent's Pass, Tragic Slip"
"1","7","Red/Blue","RU Spellslinger","Spells, Humans","8","15","17","2.09","Mocking Sprite, Hard Evidence, Cloudkin Seer, Izzet Boilerworks, Lose Focus, Ardent Elementalist, Brainstorm, Lightning Bolt, Consider, Opt, Chain Lightning, Bloodwater Entity, Izzet Charm, Mountain, Mountain, Mountain, Mountain, Preordain, Snap, Repeal, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Jhessian Thief, Skewer the Critics, Looter il-Kor, Brimstone Volley, Monastery Swiftspear, Murmuring Mystic, Galvanic Discharge, Quicksand, Sulfurous Blast","Simic Growth Chamber, Ephemerate, Oliphaunt, Lyev Skyknight, Settle Beyond Reality, Tuskeri Firewalker, Sunlance, Deluge Virtuoso, Wildfire Elemental, Pestermite, Search Party Captain, Goblin Bushwhacker, Syndic of Tithes, Bristling Backwoods, Ghostly Flicker, Preening Champion, Perilous Landscape, Eagles of the North, Militia Bugler, Mayhem Patrol"
"1","8","Black/Blue","BU Tempo","Spells","9","14","17","3.39","Cryogen Relic, Mist Raven, Gravedigger, Gitaxian Probe, Ninja of the Deep Hours, Displace, Dimir Aqueduct, Soul Manipulation, Faceless Butcher, Scurrilous Sentry, Swamp, Swamp, Swamp, Swamp, Striped Riverwinder, Capsize, Night's Whisper, Witness Protection, Stab Wound, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Eldrazi Skyspawner, Arms of Hadar, Mana Leak, Counterspell, Mirrorshell Crab, Cast Down, Sword Coast Serpent, Pestilence, Impulse","Dauthi Horror, Quandrix Campus, Judge's Familiar, Ecstatic Awakener, Firebrand Archer, Spectacle Summit, Gray Merchant of Asphodel, Cindering Cutthroat, Salt Road Packbeast, Tempest Angler, Bonder's Ornament, Blood Aspirant, Shardless Outlander, Krosan Tusker, Guardian Idol, Eroded Canyon, Werebear, Nest Invader, Blood Fountain, Seize Opportunity, Perilous Myr"
"2","1","Blue","U Spellslinger","Spells","9","14","17","2.91","Mocking Sprite, Hard Evidence, Phantom Interference, Mystic Sanctuary, Lose Focus, Judge's Familiar, Mulldrifter, Weakstone's Subjugation, Consider, Serum Visions, Treasure Cruise, Tranquil Cove, Lórien Revealed, Opt, Pestermite, Serum Visionary, Ghostly Flicker, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Jhessian Thief, Into the Roil, Mana Leak, Counterspell, Mirrorshell Crab, Shipwreck Dowser, Impulse, Young Blue Dragon","Rakdos Carnarium, Heliod's Pilgrim, Prophetic Prism, Contaminated Landscape, Mardu Skullhunter, Journey to Nowhere, Displace, Sunlance, Soltari Trooper, Resentful Revelation, Candy Trail, Guardian Idol, Experiment One, Bloodwater Entity, Carrion Feeder, Momentary Blink, Foreboding Landscape, Phantom Nomad, Elite Interceptor, Silver Drake"
"2","2","Black/Red","BR Aristocrats","Creatures","16","7","17","1.96","Gnawing Crescendo, Retrofitted Transmogrant, Dark-Dweller Oracle, Improvised Club, Ecstatic Awakener, Putrid Goblin, Bone Picker, Falkenrath Noble, Clockwork Percussionist, Bogardan Dragonheart, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Doom Blade, Boiling Rock Prison, Blood Aspirant, Hissing Iguanar, Rally at the Hornburg, Chain Lightning, Flame Slash, Grim Initiate, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Blightning, Carrier Thrall, Nested Shambler, Body Dropper, Snarling Gorehound, Scorched Rusalka","Fireslinger, Troll of Khazad-dûm, Settle Beyond Reality, Thriving Grubs, Forum of Amity, Grim Bauble, Wolf Cove Villager, Reckless Impulse, Aether Poisoner, Goblin Surprise, Loathsome Curator, Undying Malice, Searing Spear, Chitin Gravestalker, Sparksmith, Abraded Bluffs, Seize Opportunity, Plagued Rusalka, Pestilence, Brambleback Brute, Warship Scout"
"2","3","Green/Red/Blue","GRU Value","Spells","12","11","17","3.00","Cloudkin Seer, Peregrine Drake, Desert, Izzet Boilerworks, Ardent Elementalist, Bountiful Landscape, Spectacle Summit, Growth Spiral, Deep Analysis, Tempest Angler, Gruul Turf, Man-o'-War, Krosan Tusker, Eroded Canyon, Quandrix Pledgemage, Sprout Swarm, Rolling Thunder, Izzet Charm, Mountain, Mountain, Fireball, Preordain, Snap, Island, Island, Island, Island, Forest, Forest, Forest, Forest, Forest, Guttersnipe, Writhing Chrysalis, Malevolent Rumble, Sword Coast Serpent, Goblin Anarchomancer, Scholar of Combustion, Galvanic Discharge, Lightning Strike","Tithe Drinker, Pristine Talisman, Conduit Pylons, Gray Merchant of Asphodel, Winding Way, Bonder's Ornament, Focus Fire, Deranged Assistant, Pinnacle Kill-Ship, Faerie Seer, Eldrazi Skyspawner, Skewer the Critics, Tranquil Landscape, Pulse of Murasa, Perilous Landscape, Sulfurous Blast"
"2","4","Black/Blue","BU Tempo","Spells","8","15","17","2.74","Ponder, Cryogen Relic, Gitaxian Probe, Go for the Throat, Snuff Out, Cradle of the Accursed, Dimir Aqueduct, Soul Manipulation, Vendetta, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Serrated Arrows, Striped Riverwinder, Disfigure, Sinister Hideout, Cavern Harpy, Tithing Blade, Miscalculation, Condescend, Thorn of the Black Rose, Exclude, Archaeomancer, Dinrova Horror, Island, Island, Island, Island, Island, Island, Arms of Hadar, Looter il-Kor, Accursed Marauder, Murmuring Mystic, Tragic Slip","Mist Raven, Ninja of the Deep Hours, Seething Landscape, Unearth, Vizier of Tumbling Sands, Shardless Outlander, Cryoshatter, Prismatic Strands, Death Denied, Carnophage, Blood Fountain, Mandibular Kite, Cruel Witness, Coalition Honor Guard, Mind Stone, Scoured Barrens, Diregraf Horde, First-Sphere Gargantua, Tortured Existence"
"2","5","White","W Weenie","Humans","14","9","17","2.48","Kor Skyfisher, Guardian of the Guildpact, Trapped in the Screen, Triplicate Spirits, You Hear Something on Watch, Planar Disruption, Cathar Commando, Raffine's Informant, Search Party Captain, Mana Tithe, Rhox Veteran, Ancestral Blade, Gideon's Lawkeeper, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Oblivion Ring, Novice Inspector, Suture Priest, Thraben Inspector, Seeker of the Way, Battle Screech, Ardenvale Tactician, Miner's Guidewing, Petrify, Militia Bugler","Clawing Torment, Vulshok Morningstar, Riling Dawnbreaker, Rimrock Knight, Faith's Fetters, Unwilling Ingredient, Gods Willing, Teetering Peaks, Titan's Grave, Renegade Freighter, Shattered Landscape, Ainok Bond-Kin, Boros Garrison, Glimmerlight, Ashes to Ashes, Inspiring Paladin, Deftblade Elite, Doomed Traveler, Territorial Hammerskull, Alabaster Host Intercessor, Unbounded Potential, Dauntless Unity"
"2","6","Red","R Burn","Spells, Humans","13","10","17","2.30","Raid Bombardment, Firebrand Archer, Witty Roastmaster, Tuskeri Firewalker, Lightning Bolt, Scrapwork Mutt, Porcelain Legionnaire, Frenzied Goblin, Wrangle, Mogg War Marshal, Haunted Fengraf, Aether Chaser, Molten Gatekeeper, Barbed Batterfist, Fireblast, Underworld Rage-Hound, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Wrenn's Resolve, Burst Lightning, Plasma Bolt, Incinerate, Monastery Swiftspear, Beetleback Chief, Mayhem Patrol","Faerie Guidemother, Owlbear, Oliphaunt, Kingpin's Pet, Homestead Courage, Tenth District Legionnaire, Underworld Charger, Meeting of Minds, Rally the Peasants, Imperial Oath, Flayer Husk, Paradox Gardens, Vermin Gorger, Syndic of Tithes, University Campus, Stormfront Pegasus, Elite Vanguard, Twisted Landscape, Vampire Lacerator, Goblin Motivator, Borrowed Grace"
"2","7","Green","G Ramp","Elves, Creatures","19","4","17","3.13","Utopia Sprawl, Evolution Witness, Elvish Mystic, Arbor Elf, Ram Through, Nyxborn Hydra, Monstrous Emergence, Ulamog's Crusher, Llanowar Elves, Sagu Wildling, Yavimaya Elder, Ainok Wayfarer, Nest Invader, Greater Tanuki, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Lys Alana Informant, Generous Ent, Bushwhack, Conclave Naturalists, Bramble Wurm, Bannerhide Krushok, Sarulf's Packmate, Llanowar Visionary, Mother Bear","Starbreach Whale, Branching Bolt, Quandrix Campus, Gravedigger, Rubblebelt Maverick, Desecrator Hag, Cindering Cutthroat, Night Market, Mire Triton, Witherbloom Campus, Capsize, Night's Whisper, Furnace Strider, Raven's Crime, Witness Protection, Filigree Familiar, Dauthi Slayer, Sylvan Might, Visionary's Dance, Urban Daggertooth, Preening Champion, Perilous Myr"
"2","8","Green","G Ramp","Green","14","9","17","2.91","Temperamental Oozewagg, Colossal Dreadmask, Phantom Tiger, Snakeskin Veil, Entourage of Trest, Treetop Snarespinner, Abundant Harvest, Priest of Titania, Horrific Assault, Hooting Mandrills, River Boa, Jade Guardian, Werebear, Rancor, Basking Broodscale, Annoyed Altisaur, Tocasia's Dig Site, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Tamiyo's Safekeeping, Voracious Varmint, Mutagenic Growth, You Meet in a Tavern, Fertile Ground, Blastoderm, Gnarlid Colony","Escape Tunnel, Selesnya Sanctuary, Aerie Auxiliary, Crypt Rats, Putrid Leech, Deceptive Landscape, Lyev Skyknight, Golgari Rot Farm, Burning-Tree Emissary, Vampire Sovereign, Wary Farmer, Ominous Asylum, Coiling Oracle, Dreg Mangler, Guildsworn Prowler, Stab Wound, Captured by Lagacs, Gift of Orzhova, Dog Umbra, Snapping Voidcraw, Okiba-Gang Shinobi"
"3","1","Red/Blue","RU Spellslinger","Artifacts, Spells","7","16","17","2.61","Cryogen Relic, Mechanozoa, Izzet Boilerworks, Gitaxian Probe, Brainstorm, Meeting of Minds, Lightning Bolt, Weakstone's Subjugation, Consider, Deep Analysis, Serrated Arrows, Tempest Angler, Wildfire Elemental, Moon-Circuit Hacker, Eroded Canyon, Serum Visionary, Mountain, Mountain, Fireball, Preordain, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Filigree Familiar, Into the Roil, Mind Stone, Seize Opportunity, Brimstone Volley, Murmuring Mystic, Sulfurous Blast","Conduit Goblin, Dimir Guildmage, Kingpin's Pet, Hickory Woodlot, Seething Landscape, Thriving Grubs, Tenth District Legionnaire, Conduit Pylons, Cindering Cutthroat, Ulamog's Crusher, Renegade Freighter, Blood Aspirant, Resentful Revelation, Shardless Outlander, Guardian Idol, Fields of Strife, Tranquil Landscape, Leonin Bola, Seeker of the Way, Brambleback Brute"
"3","2","White","W Weenie","Humans, Creatures","17","6","17","2.96","Faerie Guidemother, Kor Skyfisher, Ninja of the Deep Hours, Guardian of the Guildpact, Trapped in the Screen, Faith's Fetters, Blessed Hippogriff, Bonesplitter, Salt Road Packbeast, You Hear Something on Watch, Search Party Captain, Prismatic Strands, Territorial Hammerskull, Tocasia's Dig Site, Island, Faerie Seer, Elite Vanguard, Gideon's Lawkeeper, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Novice Inspector, Alabaster Host Intercessor, Palace Sentinels, Inspiring Overseer, Battle Screech, Ardenvale Tactician, Militia Bugler","Vulshok Morningstar, Phantom Tiger, Forum of Amity, Gray Merchant of Asphodel, Ram Through, Horrific Assault, Raise the Alarm, Vault Skirge, Man-o'-War, Pestermite, Syndic of Tithes, Witness Protection, Exclude, Repeal, Tolarian Terror, Phantom Nomad, Dauthi Slayer, Looter il-Kor, Abraded Bluffs, Vampire Lacerator, Okiba-Gang Shinobi"
"3","3","Green/Blue","GU Ramp","Creatures","17","6","17","3.39","Utopia Sprawl, Simic Growth Chamber, Evolution Witness, Owlbear, Colossal Dreadmask, Quandrix Campus, Wall of Roots, Nyxborn Hydra, Coiling Oracle, Krosan Tusker, Quandrix Pledgemage, Sprout Swarm, Jade Guardian, Annoyed Altisaur, Greater Tanuki, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Lys Alana Informant, Voracious Varmint, Bushwhack, Grapple with the Past, Pulse of Murasa, Bramble Wurm, Sakura-Tribe Elder, Snapping Voidcraw, Sarulf's Packmate, Llanowar Visionary","Escape Tunnel, Selesnya Sanctuary, Flesh Burrower, Tithe Drinker, Faithful Watchdog, Armadillo Cloak, Pristine Talisman, Triplicate Spirits, Night Market, Sheltering Landscape, Wary Farmer, Suburban Sanctuary, Loathsome Curator, Inspiring Paladin, Mandibular Kite, Visionary's Dance, Urban Daggertooth, Goblin Motivator, Gnarlid Colony, Serpent's Pass"
"3","4","Green","G Ramp","Spells","13","10","17","2.04","Temperamental Oozewagg, Contagious Vorrac, Rubblebelt Maverick, Snakeskin Veil, Treetop Snarespinner, Abundant Harvest, Elvish Mystic, Jewel Thief, Giant Growth, Llanowar Elves, Experiment One, River Boa, Vines of Vastwood, Werebear, Rancor, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Tamiyo's Safekeeping, Mutagenic Growth, You Meet in a Tavern, Sylvan Might, Malevolent Rumble, Blastoderm, Bannerhide Krushok, Mother Bear","Gingerbrute, Putrid Leech, Savage Mansion, Desecrator Hag, Burning-Tree Emissary, Tuskeri Firewalker, Unearth, Winding Way, Scrapwork Mutt, Focus Fire, Dreg Mangler, Guildsworn Prowler, Cryoshatter, Shock Brigade, Deftblade Elite, Thorn of the Black Rose, Iron Apprentice, Fertile Ground, Wither and Bloom, Diregraf Horde, Unbounded Potential, Kyoshi Village"
"3","5","Black/Blue","BU Tempo","Spells","10","13","17","3.91","Hard Evidence, Starbreach Whale, Cloudkin Seer, Crypt Rats, Troll of Khazad-dûm, Mulldrifter, Gurmag Angler, Dimir Aqueduct, Soul Manipulation, Vendetta, Scurrilous Sentry, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Doom Blade, Treasure Cruise, Tithing Blade, Ashes to Ashes, Condescend, Stab Wound, Ghostly Flicker, Dinrova Horror, Island, Island, Island, Island, Arms of Hadar, Counterspell, Mirrorshell Crab, Sword Coast Serpent, Pestilence, Quicksand","Mocking Sprite, Prophetic Prism, Deceptive Landscape, Azorius Chancery, Contaminated Landscape, Expanding Ooze, Bonder's Ornament, Pillory of the Sleepless, Vermin Gorger, Undying Malice, Mana Tithe, University Campus, Carnophage, Deranged Assistant, Raven's Crime, Pinnacle Kill-Ship, Scoured Barrens, Perilous Landscape, Eagles of the North, Beetleback Chief"
"3","6","Red","R Burn","Spells, Humans","9","14","17","2.39","Gnawing Crescendo, Fireslinger, Raid Bombardment, Desert, Ardent Elementalist, Rimrock Knight, Firebrand Archer, Cradle of the Accursed, Reckless Charge, Teetering Peaks, Frenzied Goblin, Firebolt, Rally at the Hornburg, Chain Lightning, Aether Chaser, Flame Slash, Ironhoof Boar, Fireblast, Spelleater Wolverine, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Wrenn's Resolve, Searing Spear, Plasma Bolt, Sparksmith, Skewer the Critics, Abrade","Branching Bolt, Oliphaunt, Spectacle Summit, Imperial Oath, Vizier of Tumbling Sands, Wrangle, Boiling Rock Prison, Witherbloom Campus, Opt, Cavern Harpy, Rolling Thunder, Bristling Backwoods, Orzhov Basilica, Snap, Generous Ent, Writhing Chrysalis, Scholar of Combustion, Warship Scout, Perilous Myr"
"3","7","Black/Red","BR Aristocrats","Creatures","18","5","17","1.78","Retrofitted Transmogrant, Dauthi Horror, Rakdos Carnarium, Dark-Dweller Oracle, Gixian Infiltrator, Ecstatic Awakener, Witty Roastmaster, Village Rites, Falkenrath Noble, Clockwork Percussionist, Fireblade Artist, Okiba Reckoner Raid, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Ominous Asylum, Disfigure, Haunted Fengraf, Voracious Vermin, Molten Gatekeeper, Grim Initiate, Carrion Feeder, Mountain, Mountain, Mountain, Carrier Thrall, Nested Shambler, Body Dropper, Cast Down, Plagued Rusalka, Accursed Marauder, Incinerate","Champion of Dusan, Heliod's Pilgrim, Dog Walker, Gravedigger, Unwilling Ingredient, Faceless Butcher, Reckless Impulse, Titan's Grave, Flayer Husk, Aether Poisoner, Goblin Surprise, Shattered Landscape, Night's Whisper, Furnace Strider, Death Denied, Doomed Traveler, Elite Interceptor, Twisted Landscape, Spellbook Seeker"
"3","8","Blue/White","UW Control","Spells","8","15","17","2.74","Peregrine Drake, Ephemerate, Mist Raven, Frost Trickster, Mystic Sanctuary, Lyev Skyknight, Lose Focus, Judge's Familiar, Journey to Nowhere, Settle Beyond Reality, Displace, Sunlance, Tranquil Cove, Planar Disruption, Lórien Revealed, Merfolk Looter, Repulse, Capsize, Raffine's Informant, Basilisk Gate, Momentary Blink, Island, Island, Island, Island, Island, Island, Island, Island, Plains, Plains, Plains, Plains, Plains, Plains, Oblivion Ring, Mana Leak, Behold the Multiverse, Dog Umbra, Silver Drake","Growth Spiral, Grim Bauble, Gods Willing, Mire Triton, Soltari Trooper, Wolf Cove Villager, Savannah Lions, Paradox Gardens, Candy Trail, Greatsword of Tyr, Rhox Veteran, Ancestral Blade, Stormfront Pegasus, Cruel Witness, Suture Priest, Coalition Honor Guard, Captured by Lagacs, Gift of Orzhova, Fortress Kin-Guard"
"4","1","Black/Blue","BU Tempo","Spells","10","13","17","3.39","Starbreach Whale, Peregrine Drake, Mist Raven, Lose Focus, Go for the Throat, Gurmag Angler, Brainstorm, Dimir Aqueduct, Unable to Scream, Soul Manipulation, Merfolk Looter, Repulse, Opt, Striped Riverwinder, Night's Whisper, Sinister Hideout, Condescend, Archaeomancer, Tocasia's Dig Site, Dinrova Horror, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Into the Roil, Counterspell, Mirrorshell Crab, Behold the Multiverse, Shipwreck Dowser, Impulse","Dauthi Horror, Crypt Rats, Azorius Chancery, Lyev Skyknight, Contaminated Landscape, Displace, Cavern Harpy, Guardian Idol, University Campus, Deranged Assistant, Ghostly Flicker, Jhessian Thief, Tamiyo's Safekeeping, Foreboding Landscape, Alabaster Host Intercessor, Snarling Gorehound, Scoured Barrens, Twisted Landscape, Sulfurous Blast"
"4","2","Green","G Ramp","Creatures","18","5","17","2.87","Simic Growth Chamber, Temperamental Oozewagg, Evolution Witness, Owlbear, Desert, Rubblebelt Maverick, Entourage of Trest, Priest of Titania, Wall of Roots, Elvish Mystic, Horrific Assault, Nyxborn Hydra, Wild Growth, Yavimaya Elder, Rancor, Basking Broodscale, Annoyed Altisaur, Eldrazi Repurposer, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Voracious Varmint, You Meet in a Tavern, Urban Daggertooth, Pulse of Murasa, Blastoderm, Snapping Voidcraw, Sarulf's Packmate","Flesh Burrower, Cloudkin Seer, Zephyr Winder, Judge's Familiar, Desecrator Hag, Growth Spiral, Rally the Peasants, Winding Way, Serum Visions, Pestermite, Quandrix Pledgemage, Mana Leak, Coalition Honor Guard, Mind Stone, Visionary's Dance, Tranquil Landscape, Sword Coast Serpent, Captured by Lagacs, Spellbook Seeker, Silver Drake"
"4","3","Black/Red","BR Aristocrats","Creatures","18","5","17","1.96","Retrofitted Transmogrant, Gixian Infiltrator, Putrid Goblin, Bone Picker, Village Rites, Falkenrath Noble, Clockwork Percussionist, Bogardan Dragonheart, Lightning Bolt, Unearth, Fireblade Artist, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Boiling Rock Prison, Blood Aspirant, Vermin Gorger, Mogg War Marshal, Hissing Iguanar, Haunted Fengraf, Candy Grapple, Carrion Feeder, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Carrier Thrall, Nested Shambler, Body Dropper, Plagued Rusalka, Accursed Marauder","Troll of Khazad-dûm, Underworld Charger, Unwilling Ingredient, Vampire Sovereign, Scrapwork Mutt, Resentful Revelation, Guildsworn Prowler, Wildfire Elemental, Firebolt, Aether Chaser, Boros Garrison, Molten Gatekeeper, Orzhov Basilica, Blood Fountain, Chitin Gravestalker, Dauthi Slayer, Skewer the Critics, Diregraf Horde, First-Sphere Gargantua, Serpent's Pass"
