"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"13","4","Green","G Ramp","Druids, Creatures","18","5","17","3.17","Simic Growth Chamber, Champion of Dusan, Ephemerate, Quandrix Campus, Abundant Harvest, Priest of Titania, Wall of Roots, Arbor Elf, Llanowar Elves, Trumpeting Herd, Coiling Oracle, Wild Growth, Hooting Mandrills, Sagu Wildling, Yavimaya Elder, River Boa, Sprout Swarm, Annoyed Altisaur, Eldrazi Repurposer, Greater Tanuki, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Generous Ent, Conclave Naturalists, Blastoderm, Kyoshi Village, Snapping Voidcraw, Llanowar Visionary","Lyev Skyknight, Rubblebelt Maverick, Guardian of the Guildpact, Settle Beyond Reality, Bountiful Landscape, Salt Road Packbeast, You Hear Something on Watch, Witherbloom Campus, Candy Trail, Thraben Charm, Ancestral Blade, Filigree Familiar, Oblivion Ring, Suture Priest, Coalition Honor Guard, Urban Daggertooth, Grapple with the Past, Preening Champion, Tortured Existence"
"13","5","Green/Red","GR Stompy","Spells","11","12","17","2.39","Flesh Burrower, Colossal Dreadmask, Branching Bolt, Savage Mansion, Contagious Vorrac, Rimrock Knight, Horrific Assault, Monstrous Emergence, Giant Growth, Gruul Turf, Firebolt, Ainok Wayfarer, Experiment One, Vines of Vastwood, Ironhoof Boar, Molten Gatekeeper, Rancor, Mountain, Mountain, Mountain, Mountain, Fireball, Plasma Bolt, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, You Meet in a Tavern, Writhing Chrysalis, Incinerate, Bannerhide Krushok, Goblin Anarchomancer, Mother Bear","Dauthi Horror, Conduit Goblin, Dog Walker, Desecrator Hag, Fireblade Artist, Reckless Impulse, Sheltering Landscape, Flayer Husk, Boiling Rock Prison, Aether Poisoner, Goblin Surprise, Goblin Bushwhacker, Aether Chaser, Serum Visionary, Barbed Batterfist, Grim Initiate, Alabaster Host Intercessor, Pulse of Murasa, Twisted Landscape, Brambleback Brute"
"13","6","Blue","U Tempo","Spells, Humans","8","15","17","2.57","Mocking Sprite, Ponder, Hard Evidence, Phantom Interference, Lose Focus, Gitaxian Probe, Ninja of the Deep Hours, Judge's Familiar, Mulldrifter, Go for the Throat, Snuff Out, Dimir Aqueduct, Meeting of Minds, Treasure Cruise, Tranquil Cove, Vizier of Tumbling Sands, Moon-Circuit Hacker, Sinister Hideout, Miscalculation, Condescend, University Campus, Witness Protection, Archaeomancer, Orzhov Basilica, Remove Soul, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Faerie Seer, Scoured Barrens, Behold the Multiverse, Impulse","Custodi Squire, Heliod's Pilgrim, Trapped in the Screen, Faith's Fetters, Seething Landscape, Vendetta, Faceless Butcher, Wary Farmer, Eroded Canyon, Chitin Gravestalker, Nested Shambler, Sylvan Might, Palace Sentinels, Leonin Bola, Petrify, Okiba-Gang Shinobi"
"13","7","Black/Blue","BU Tempo","Spells","11","12","17","3.30","Starbreach Whale, Cloudkin Seer, Desert, Soul Manipulation, Consider, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Deep Analysis, Doom Blade, Merfolk Looter, Man-o'-War, Repulse, Resentful Revelation, Disfigure, Night's Whisper, Cavern Harpy, Tocasia's Dig Site, Stab Wound, Snap, Dinrova Horror, Island, Island, Island, Island, Island, Island, Island, Tolarian Terror, Mana Leak, Sword Coast Serpent, Accursed Marauder, Pestilence, Shipwreck Dowser, Quicksand, Serpent's Pass, Young Blue Dragon","Tithe Drinker, Clawing Torment, Deceptive Landscape, Mardu Skullhunter, Forum of Amity, Dread Return, Ulamog's Crusher, Focus Fire, Pillory of the Sleepless, Krosan Tusker, Death Denied, Raven's Crime, Ghostly Flicker, Bramble Wurm, Spellbook Seeker, First-Sphere Gargantua, Militia Bugler, Fortress Kin-Guard"
"13","8","Green/White","GW Counters","Creatures","16","7","17","2.52","Escape Tunnel, Temperamental Oozewagg, Aerie Auxiliary, Faithful Watchdog, Armadillo Cloak, Phantom Tiger, Hickory Woodlot, Entourage of Trest, Treetop Snarespinner, Elvish Mystic, Jewel Thief, Nyxborn Hydra, Porcelain Legionnaire, Suburban Sanctuary, Greatsword of Tyr, Jade Guardian, Werebear, Nest Invader, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Tamiyo's Safekeeping, Plains, Plains, Plains, Plains, Bushwhack, Malevolent Rumble, Unbounded Potential, Dog Umbra, Gnarlid Colony, Miner's Guidewing, Sarulf's Packmate","Gingerbrute, Vulshok Morningstar, Homestead Courage, Tenth District Legionnaire, Blessed Hippogriff, Village Rites, Bonesplitter, Gods Willing, Winding Way, Cathar Commando, Territorial Hammerskull, Pinnacle Kill-Ship, Foreboding Landscape, Body Dropper, Tranquil Landscape, Elite Interceptor, Goblin Motivator, Eagles of the North, Borrowed Grace"
"14","1","Green/Blue","GU Ramp","Green/Blue","14","9","17","3.35","Utopia Sprawl, Simic Growth Chamber, Starbreach Whale, Cryogen Relic, Colossal Dreadmask, Quandrix Campus, Mulldrifter, Elvish Mystic, Jewel Thief, Nyxborn Hydra, Deep Analysis, Llanowar Elves, Coiling Oracle, Wild Growth, Opt, Striped Riverwinder, Krosan Tusker, Basilisk Gate, Condescend, Tocasia's Dig Site, Ghostly Flicker, Island, Greater Tanuki, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Tamiyo's Safekeeping, Conclave Naturalists, Bramble Wurm, Snapping Voidcraw, Sarulf's Packmate","Selesnya Sanctuary, Deceptive Landscape, Savage Mansion, Seething Landscape, Tenth District Legionnaire, Spectacle Summit, Forum of Amity, Expanding Ooze, Wary Farmer, Vines of Vastwood, Syndic of Tithes, Elite Vanguard, Foreboding Landscape, Visionary's Dance, Grapple with the Past, Tranquil Landscape, Preening Champion, Brambleback Brute"
"14","2","White","W Counters","Enchantments, Soldiers","13","10","17","2.74","Aerie Auxiliary, Faithful Watchdog, Trapped in the Screen, Journey to Nowhere, Blessed Hippogriff, Sunlance, Triplicate Spirits, Salt Road Packbeast, Savannah Lions, Planar Disruption, Porcelain Legionnaire, Greatsword of Tyr, Raffine's Informant, Ainok Bond-Kin, Mana Tithe, Forest, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Palace Sentinels, Inspiring Overseer, Captured by Lagacs, Dog Umbra, Battle Screech, Miner's Guidewing, Militia Bugler, Fortress Kin-Guard","Faerie Guidemother, Evolution Witness, Heliod's Pilgrim, Armadillo Cloak, Homestead Courage, Entourage of Trest, Faith's Fetters, Witty Roastmaster, Imperial Oath, Ominous Asylum, Focus Fire, Experiment One, Inspiring Paladin, Basking Broodscale, Ancestral Blade, Carrier Thrall, Mandibular Kite, Phantom Nomad, Sylvan Might, Snarling Gorehound, Borrowed Grace, Ardenvale Tactician"
"14","3","Red/Blue","RU Spellslinger","Spells","9","14","17","2.22","Mocking Sprite, Hard Evidence, Lose Focus, Gitaxian Probe, Firebrand Archer, Meeting of Minds, Reckless Impulse, Tempest Angler, Lórien Revealed, Bloodwater Entity, Izzet Charm, Spelleater Wolverine, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Witness Protection, Preordain, Island, Island, Island, Island, Island, Island, Faerie Seer, Into the Roil, Guttersnipe, Monastery Swiftspear, Murmuring Mystic, Galvanic Discharge, Lightning Strike, Impulse, Abrade","Cloudkin Seer, Conduit Goblin, Fireslinger, Azorius Chancery, Improvised Club, Village Rites, Cindering Cutthroat, Tranquil Cove, Boiling Rock Prison, Mogg War Marshal, Shattered Landscape, Pestermite, Search Party Captain, Loathsome Curator, Quandrix Pledgemage, Grim Initiate, Fields of Strife, Eldrazi Skyspawner, Mirrorshell Crab, Seize Opportunity, Beetleback Chief, Serpent's Pass"
"14","4","Black","B Midrange","Spells, Zombies","13","10","17","2.65","Retrofitted Transmogrant, Dauthi Horror, Desert, Ecstatic Awakener, Bone Picker, Gurmag Angler, Snuff Out, Dread Return, Unwilling Ingredient, Mire Triton, Scurrilous Sentry, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Vermin Gorger, Haunted Fengraf, Night's Whisper, Voracious Vermin, Candy Grapple, Raven's Crime, Arms of Hadar, Dauthi Slayer, Wither and Bloom, Diregraf Horde, Accursed Marauder, Pestilence, Tragic Slip, Tortured Existence","Rakdos Carnarium, Dark-Dweller Oracle, Golgari Rot Farm, Desecrator Hag, Bountiful Landscape, Dimir Aqueduct, Conduit Pylons, Soul Manipulation, Soltari Trooper, Paradox Gardens, Witherbloom Campus, Hooting Mandrills, Dreg Mangler, Aether Poisoner, Cavern Harpy, Dinrova Horror, Body Dropper, Mind Stone, Plagued Rusalka, Silver Drake"
"14","5","Red","R Burn","Spells","13","10","17","2.00","Gnawing Crescendo, Gingerbrute, Rimrock Knight, Burning-Tree Emissary, Bogardan Dragonheart, Lightning Bolt, Reckless Charge, Teetering Peaks, Wrangle, Firebolt, Hissing Iguanar, Rally at the Hornburg, Shock Brigade, Goblin Bushwhacker, Aether Chaser, Ironhoof Boar, Barbed Batterfist, Jackal Pup, Bristling Backwoods, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Burst Lightning, Brimstone Volley, Fanatical Firebrand, Scorched Rusalka, Mayhem Patrol","Dog Walker, Thriving Grubs, Abundant Harvest, Brainstorm, Rally the Peasants, Wolf Cove Villager, You Hear Something on Watch, Sheltering Landscape, Vault Skirge, Witch's Cottage, Blood Aspirant, Deftblade Elite, Rolling Thunder, Gideon's Lawkeeper, Novice Inspector, Coalition Honor Guard, Elite Interceptor, Twisted Landscape, Vampire Lacerator, Eagles of the North"
"14","6","Blue","U Spellslinger","Spells","11","12","17","3.17","Peregrine Drake, Phantom Interference, Mist Raven, Zephyr Winder, Frost Trickster, Mystic Sanctuary, Cradle of the Accursed, Unable to Scream, Weakstone's Subjugation, Consider, Serum Visions, Treasure Cruise, Man-o'-War, Repulse, Moon-Circuit Hacker, Serum Visionary, Snap, Remove Soul, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Tolarian Terror, Cruel Witness, Mana Leak, Counterspell, Sword Coast Serpent, Behold the Multiverse, Young Blue Dragon","Prophetic Prism, Branching Bolt, Ardent Elementalist, Displace, Hidden Grotto, Titan's Grave, Flayer Husk, Serrated Arrows, Bonder's Ornament, Vizier of Tumbling Sands, Candy Trail, Shardless Outlander, Eroded Canyon, Undying Malice, Prismatic Strands, Deranged Assistant, Filigree Familiar, Abraded Bluffs, Iron Apprentice, Dauntless Unity"
"14","7","Green/Red","GR Stompy","Green/Red","14","9","17","2.61","Temperamental Oozewagg, Oliphaunt, Contagious Vorrac, Treetop Snarespinner, Priest of Titania, Arbor Elf, Ram Through, Monstrous Emergence, Gruul Turf, Sagu Wildling, River Boa, Chain Lightning, Rancor, Mountain, Mountain, Nest Invader, Fireball, Eldrazi Repurposer, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Mutagenic Growth, Bushwhack, You Meet in a Tavern, Fertile Ground, Writhing Chrysalis, Bannerhide Krushok, Goblin Anarchomancer, Llanowar Visionary","Flesh Burrower, Phantom Tiger, Rubblebelt Maverick, Izzet Boilerworks, Mardu Skullhunter, Tuskeri Firewalker, Ulamog's Crusher, Renegade Freighter, Boros Garrison, Molten Gatekeeper, Jade Guardian, Carnophage, Doomed Traveler, Blightning, Wrenn's Resolve, Plasma Bolt, Pinnacle Kill-Ship, Urban Daggertooth, Pulse of Murasa, Leonin Bola, Gnarlid Colony"
"14","8","Black/White","BW Aristocrats","Black/White","13","10","17","3.13","Tithe Drinker, Crypt Rats, Gravedigger, Liliana's Specter, Guardian of the Guildpact, Troll of Khazad-dûm, Go for the Throat, Falkenrath Noble, Gray Merchant of Asphodel, Unearth, Vendetta, Faceless Butcher, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Doom Blade, Guildsworn Prowler, Pillory of the Sleepless, Disfigure, Tithing Blade, Ashes to Ashes, Thorn of the Black Rose, Orzhov Basilica, Blood Fountain, Chitin Gravestalker, Plains, Oblivion Ring, First-Sphere Gargantua","Kor Skyfisher, Clawing Torment, Ephemerate, Lyev Skyknight, Dimir Guildmage, Gixian Infiltrator, Settle Beyond Reality, Underworld Charger, Gods Willing, Raise the Alarm, Cathar Commando, Thraben Charm, Carrion Feeder, Momentary Blink, Stormfront Pegasus, Alabaster Host Intercessor, Unbounded Potential, Kyoshi Village, Spellbook Seeker, Okiba-Gang Shinobi, Perilous Myr"
"15","1","Black","B Midrange","Zombies","12","11","17","3.13","Crypt Rats, Go for the Throat, Falkenrath Noble, Gray Merchant of Asphodel, Grim Bauble, Vampire Sovereign, Vendetta, Faceless Butcher, Scurrilous Sentry, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Witch's Cottage, Night's Whisper, Tithing Blade, Loathsome Curator, Ashes to Ashes, Candy Grapple, Carrion Feeder, Stab Wound, Chitin Gravestalker, Arms of Hadar, Wither and Bloom, Diregraf Horde, Accursed Marauder, Okiba-Gang Shinobi, Tortured Existence","Clawing Torment, Pristine Talisman, Desecrator Hag, Village Rites, Underworld Charger, Unwilling Ingredient, Wolf Cove Villager, Ulamog's Crusher, Vermin Gorger, Cavern Harpy, Shock Brigade, Glimmerlight, Death Denied, Filigree Familiar, Nested Shambler, Scoured Barrens, Plagued Rusalka, Dauntless Unity, Ardenvale Tactician, Brambleback Brute, Silver Drake"
"15","2","White","W Weenie","Soldiers","15","8","17","2.35","Faerie Guidemother, Kor Skyfisher, Aerie Auxiliary, Homestead Courage, Guardian of the Guildpact, Judge's Familiar, Journey to Nowhere, Blessed Hippogriff, Sunlance, Rally the Peasants, Salt Road Packbeast, Tranquil Cove, Savannah Lions, Focus Fire, Cathar Commando, Thraben Charm, Raffine's Informant, Boros Garrison, Deftblade Elite, Elite Vanguard, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Phantom Nomad, Inspiring Overseer, Dog Umbra, Eagles of the North, Petrify","Conduit Goblin, Heliod's Pilgrim, Dog Walker, Oliphaunt, Gitaxian Probe, Faith's Fetters, Thriving Grubs, Forum of Amity, Clockwork Percussionist, Unearth, Flayer Husk, Wary Farmer, Coiling Oracle, Suburban Sanctuary, Shattered Landscape, Aether Chaser, Coalition Honor Guard, Leonin Bola, Unbounded Potential, Beetleback Chief"
"15","3","White","W Weenie","Artifacts, Soldiers","12","11","17","2.57","Gingerbrute, Vulshok Morningstar, Trapped in the Screen, Triplicate Spirits, Gods Willing, Imperial Oath, Soltari Trooper, Raise the Alarm, Planar Disruption, Porcelain Legionnaire, Greatsword of Tyr, Basilisk Gate, Prismatic Strands, Syndic of Tithes, Doomed Traveler, Rhox Veteran, Territorial Hammerskull, Ancestral Blade, Stormfront Pegasus, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Novice Inspector, Seeker of the Way, Battle Screech, Militia Bugler, Fortress Kin-Guard","Ephemerate, Improvised Club, Settle Beyond Reality, Tenth District Legionnaire, Spectacle Summit, Witty Roastmaster, Teetering Peaks, Night Market, Winding Way, Frenzied Goblin, Candy Trail, Rally at the Hornburg, Guardian Idol, Experiment One, Grim Initiate, Abraded Bluffs, Iron Apprentice, Captured by Lagacs, Vampire Lacerator, Perilous Landscape, Mayhem Patrol"
"15","4","Black/Blue","BU Tempo","Spells","8","15","17","3.35","Cloudkin Seer, Cryogen Relic, Prophetic Prism, Desert, Mechanozoa, Gurmag Angler, Dimir Aqueduct, Soul Manipulation, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Serum Visions, Doom Blade, Treasure Cruise, Repulse, Resentful Revelation, Striped Riverwinder, Disfigure, Sinister Hideout, Condescend, Thorn of the Black Rose, Exclude, Archaeomancer, Snap, Dinrova Horror, Island, Island, Island, Island, Island, Island, Island, Looter il-Kor, Mind Stone, Counterspell, Pestilence, Serpent's Pass","Simic Growth Chamber, Rakdos Carnarium, Zephyr Winder, Ecstatic Awakener, Mardu Skullhunter, Bountiful Landscape, Conduit Pylons, Mire Triton, Boiling Rock Prison, Furnace Strider, Jackal Pup, Deranged Assistant, Witness Protection, Blightning, Jhessian Thief, Brimstone Volley, Tranquil Landscape, Gift of Orzhova"
"15","5","Red/Blue","RU Spellslinger","Spells","9","14","17","2.39","Peregrine Drake, Phantom Interference, Izzet Boilerworks, Mulldrifter, Firebrand Archer, Unable to Scream, Consider, Reckless Impulse, Tempest Angler, Man-o'-War, Haunted Fengraf, Flame Slash, Bloodwater Entity, Izzet Charm, Spelleater Wolverine, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Burst Lightning, Island, Island, Island, Island, Island, Into the Roil, Skewer the Critics, Guttersnipe, Monastery Swiftspear, Sulfurous Blast, Lightning Strike, Impulse, Abrade","Mist Raven, Raid Bombardment, Lyev Skyknight, Displace, Hidden Grotto, Merfolk Looter, Blood Aspirant, Shardless Outlander, Goblin Bushwhacker, Mana Tithe, University Campus, Momentary Blink, Ghostly Flicker, Eldrazi Skyspawner, Body Dropper, Mutagenic Growth, Visionary's Dance, Seize Opportunity, Scorched Rusalka, Preening Champion"
"15","6","Green","G Midrange Combo","Spells","13","10","17","2.57","Evolution Witness, Savage Mansion, Snakeskin Veil, Hickory Woodlot, Treetop Snarespinner, Priest of Titania, Wall of Roots, Ram Through, Horrific Assault, Llanowar Elves, Trumpeting Herd, Sagu Wildling, Ainok Wayfarer, Vines of Vastwood, Sprout Swarm, Rancor, Eldrazi Repurposer, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Generous Ent, Tamiyo's Safekeeping, Bushwhack, Writhing Chrysalis, Malevolent Rumble, Bramble Wurm, Sakura-Tribe Elder, Mother Bear","Flesh Burrower, Tithe Drinker, Quandrix Campus, Rubblebelt Maverick, Abundant Harvest, Growth Spiral, Scrapwork Mutt, Serrated Arrows, Paradox Gardens, Hooting Mandrills, Pestermite, River Boa, Inspiring Paladin, Sylvan Might, Urban Daggertooth, Pulse of Murasa, Goblin Motivator, Snapping Voidcraw, Gnarlid Colony, Perilous Myr"
"15","7","Black/Green","BG Graveyard","Creatures","20","3","17","3.39","Utopia Sprawl, Temperamental Oozewagg, Owlbear, Colossal Dreadmask, Gravedigger, Golgari Rot Farm, Contagious Vorrac, Cradle of the Accursed, Elvish Mystic, Jewel Thief, Expanding Ooze, Titan's Grave, Witherbloom Campus, Wild Growth, Dreg Mangler, Yavimaya Elder, Krosan Tusker, Werebear, Nest Invader, Basking Broodscale, Annoyed Altisaur, Greater Tanuki, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Lys Alana Informant, Voracious Varmint, Bannerhide Krushok, Sarulf's Packmate, Llanowar Visionary","Selesnya Sanctuary, Putrid Leech, Phantom Tiger, Kingpin's Pet, Gixian Infiltrator, Putrid Goblin, Snuff Out, Fireblade Artist, Giant Growth, Renegade Freighter, Guildsworn Prowler, Undying Malice, Voracious Vermin, Jade Guardian, Orzhov Basilica, Carrier Thrall, First-Sphere Gargantua, Tragic Slip"
"15","8","Red/Blue","RU Spellslinger","Spells","8","15","17","2.74","Ponder, Lose Focus, Ardent Elementalist, Rimrock Knight, Deep Analysis, Gruul Turf, Opt, Eroded Canyon, Cryoshatter, Chain Lightning, Quandrix Pledgemage, Rolling Thunder, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Wrenn's Resolve, Fireball, Searing Spear, Plasma Bolt, Remove Soul, Repeal, Island, Island, Island, Island, Island, Island, Island, Island, Tolarian Terror, Cruel Witness, Mana Leak, Mirrorshell Crab, Behold the Multiverse, Shipwreck Dowser, Scholar of Combustion, Quicksand","Starbreach Whale, Custodi Squire, Fireslinger, Liliana's Specter, Dimir Guildmage, Seething Landscape, Burning-Tree Emissary, Tuskeri Firewalker, Deluge Virtuoso, Okiba Reckoner Raid, Bonder's Ornament, Aether Poisoner, Wildfire Elemental, Goblin Surprise, Hissing Iguanar, Barbed Batterfist, Carnophage, Elite Interceptor, Kyoshi Village"
"16","1","Blue","U Spellslinger","Wizards","15","8","17","3.43","Mocking Sprite, Ponder, Cloudkin Seer, Mist Raven, Ninja of the Deep Hours, Mulldrifter, Unable to Scream, Treasure Cruise, Man-o'-War, Moon-Circuit Hacker, Serum Visionary, Witness Protection, Exclude, Archaeomancer, Preordain, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Eldrazi Skyspawner, Jhessian Thief, Tolarian Terror, Into the Roil, Behold the Multiverse, Shipwreck Dowser, Murmuring Mystic, Young Blue Dragon","Tithe Drinker, Starbreach Whale, Custodi Squire, Cryogen Relic, Snuff Out, Spectacle Summit, Unwilling Ingredient, Soul Manipulation, Vendetta, Renegade Freighter, Coiling Oracle, Sinister Hideout, Cavern Harpy, Shardless Outlander, Cryoshatter, Glimmerlight, Raven's Crime, Fields of Strife, Stab Wound, Mind Stone, Pulse of Murasa, Diregraf Horde"
"16","2","Red/Blue","RU Spellslinger","Spells","10","13","17","2.57","Escape Tunnel, Zephyr Winder, Frost Trickster, Mystic Sanctuary, Oliphaunt, Rimrock Knight, Reckless Charge, Teetering Peaks, Reckless Impulse, Tempest Angler, Repulse, Firebolt, Eroded Canyon, Bloodwater Entity, Rolling Thunder, Fireblast, Spelleater Wolverine, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Plasma Bolt, Remove Soul, Island, Island, Faerie Seer, Guttersnipe, Seize Opportunity, Monastery Swiftspear, Sulfurous Blast, Lightning Strike, Abrade","Fireslinger, Dog Walker, Deceptive Landscape, Lyev Skyknight, Rubblebelt Maverick, Weakstone's Subjugation, Focus Fire, Guardian Idol, Ironhoof Boar, Mana Tithe, Blood Fountain, Dinrova Horror, Lys Alana Informant, Mutagenic Growth, Visionary's Dance, Spellbook Seeker, Preening Champion, Mayhem Patrol"
"16","3","Red/Blue","RU Spellslinger","Spells","7","16","17","2.83","Simic Growth Chamber, Hard Evidence, Phantom Interference, Desert, Izzet Boilerworks, Lose Focus, Brainstorm, Meeting of Minds, Serum Visions, Deep Analysis, Gruul Turf, Lórien Revealed, Merfolk Looter, Striped Riverwinder, Capsize, Pestermite, Quandrix Pledgemage, Miscalculation, Izzet Charm, Searing Spear, Snap, Ghostly Flicker, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Looter il-Kor, Counterspell, Mirrorshell Crab, Scholar of Combustion, Impulse","Gingerbrute, Pristine Talisman, Riling Dawnbreaker, Seething Landscape, Bountiful Landscape, Dimir Aqueduct, Conduit Pylons, Deluge Virtuoso, Winding Way, River Boa, Prismatic Strands, Deranged Assistant, Annoyed Altisaur, Pinnacle Kill-Ship, Coalition Honor Guard, Snapping Voidcraw, Brambleback Brute, Tortured Existence"
"16","4","Red/White","RW Aggro","Artifacts, Spells, Humans","9","14","17","2.26","Faerie Guidemother, Raid Bombardment, Tenth District Legionnaire, Clockwork Percussionist, Rally the Peasants, Lightning Bolt, Bonesplitter, Triplicate Spirits, Salt Road Packbeast, Cathar Commando, Goblin Surprise, Haunted Fengraf, Thraben Charm, Greatsword of Tyr, Goblin Bushwhacker, Boros Garrison, Barbed Batterfist, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Ancestral Blade, Elite Vanguard, Plains, Plains, Plains, Plains, Plains, Plains, Mandibular Kite, Skewer the Critics, Abraded Bluffs, Thraben Inspector, Inspiring Overseer, Battle Screech, Galvanic Discharge, Quicksand","Flesh Burrower, Quandrix Campus, Trapped in the Screen, Forum of Amity, Underworld Charger, Grim Bauble, Gods Willing, Vermin Gorger, Night's Whisper, Search Party Captain, Undying Malice, Syndic of Tithes, Inspiring Paladin, Deftblade Elite, Territorial Hammerskull, Brimstone Volley, Dauntless Unity, Perilous Landscape"
"16","5","Black/Red","BR Aristocrats","Creatures","16","7","17","2.22","Gnawing Crescendo, Dauthi Horror, Rakdos Carnarium, Dark-Dweller Oracle, Improvised Club, Gixian Infiltrator, Witty Roastmaster, Falkenrath Noble, Bogardan Dragonheart, Swamp, Swamp, Swamp, Swamp, Ominous Asylum, Wrangle, Witch's Cottage, Boiling Rock Prison, Blood Aspirant, Guildsworn Prowler, Chain Lightning, Loathsome Curator, Flame Slash, Grim Initiate, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Blightning, Body Dropper, Wither and Bloom, Fanatical Firebrand, Plagued Rusalka, Accursed Marauder, Scorched Rusalka, Beetleback Chief","Vulshok Morningstar, Liliana's Specter, Snakeskin Veil, Mardu Skullhunter, Burning-Tree Emissary, Dread Return, Dreg Mangler, Pillory of the Sleepless, Furnace Strider, Underworld Rage-Hound, Nest Invader, Wrenn's Resolve, Eldrazi Repurposer, Iron Apprentice, Fertile Ground, Elite Interceptor, Twisted Landscape, Goblin Anarchomancer"
"16","6","Black","B Midrange","Spells, Zombies","12","11","17","3.30","Gravedigger, Troll of Khazad-dûm, Putrid Goblin, Bone Picker, Go for the Throat, Gurmag Angler, Village Rites, Gray Merchant of Asphodel, Vampire Sovereign, Unearth, Faceless Butcher, Okiba Reckoner Raid, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Resentful Revelation, Ashes to Ashes, Death Denied, Candy Grapple, Chitin Gravestalker, Carrier Thrall, Arms of Hadar, Cast Down, Snarling Gorehound, Pestilence, First-Sphere Gargantua","Clawing Torment, Putrid Leech, Kingpin's Pet, Hidden Grotto, Cindering Cutthroat, Horrific Assault, Giant Growth, Titan's Grave, Ulamog's Crusher, Serrated Arrows, Aether Poisoner, Candy Trail, Carnophage, Orzhov Basilica, Filigree Familiar, Nested Shambler, Scoured Barrens, Kyoshi Village, Vampire Lacerator, Gift of Orzhova, Bannerhide Krushok, Mother Bear"
