"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"1","1","White","W Weenie","Enchantments, Humans","10","13","17","3.04","Elspeth, Sun's Champion, Student of Warfare, Umezawa's Jitte, Angel of Invention, Journey to Nowhere, Wrath of God, Stoneforge Mystic, Spectral Procession, Monastery Mentor, Gideon, Ally of Zendikar, Wall of Omens, Inkmoth Nexus, Selfless Spirit, Knight of the White Orchid, Elesh Norn, Grand Cenobite, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Oblivion Ring, Isamaru, Hound of Konda, Day of Judgment, Glorious Anthem, Kytheon, Hero of Akros, Elspeth, Knight-Errant, Honor of the Pure, Legion's Landing, Spear of Heliod","Everflowing Chalice, Qasali Pridemage, Judge's Familiar, Sword of Fire and Ice, Phyrexian Metamorph, Krosan Grip, Irrigated Farmland, Yavimaya Coast, Knight of the Holy Nimbus, Archangel of Thune, Tidehollow Sculler, Kitchen Finks, Mishra's Bauble, Disenchant, Secure the Wastes, Lightning Greaves, Sword of Feast and Famine, Sheltered Thicket, Loxodon Warhammer, Oust, Shelldock Isle"
"1","2","Red/Blue","RU Spellslinger","Spells, Wizards","5","18","17","2.39","Cruel Ultimatum, Lotus Bloom, Chart a Course, Electrolyze, Shivan Reef, Gitaxian Probe, Ratchet Bomb, Snapcaster Mage, Chromatic Sphere, Smoldering Marsh, Faithless Looting, Lightning Bolt, Jace, Vryn's Prodigy, Blackcleave Cliffs, Glen Elendra Archmage, Sulfur Falls, Temple of Epiphany, Drowned Catacomb, Flame Slash, Izzet Charm, Mountain, Mountain, Searing Spear, Preordain, Island, Island, Island, Island, Island, Island, Island, Island, Mana Leak, Looter il-Kor, Scalding Tarn, Jace Beleren, Pyroclasm, Talrand, Sky Summoner, Search for Azcanta, Dig Through Time","Cryptbreaker, Temur Charm, Kolaghan's Command, Terminate, Zurgo Helmsmasher, Thopter Foundry, Celestial Crusader, Street Wraith, Through the Breach, The Scarab God, Dreadbore, Cinder Glade, Quicksilver Amulet, Reciprocate, Dismember"
"1","3","Red/Blue","RU Spellslinger","Spells, Humans","8","15","17","1.96","Soul-Scar Mage, Bedlam Reveler, Sleight of Hand, Steam Vents, Stormchaser Mage, Censor, Serum Visions, Young Pyromancer, Battlefield Forge, Opt, Lightning Axe, Unsummon, Dead // Gone, Botanical Sanctum, Manamorphose, Bloodwater Entity, Ancestral Vision, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Remove Soul, Island, Island, Island, Island, Island, Figure of Destiny, Cyclonic Rift, Clifftop Retreat, Incinerate, Monastery Swiftspear, Char, Spirebluff Canal, Devil's Play, Arc Trail, Thing in the Ice","Aurelia, the Warleader, Ingot Chewer, Sphinx of the Steel Wind, Scavenging Ooze, Bloodbraid Elf, Geist of Saint Traft, Tezzeret the Seeker, Aether Spellbomb, Walking Ballista, Skysovereign, Consul Flagship, Huntmaster of the Fells, Savannah Lions, Kari Zev, Skyship Raider, Kiki-Jiki, Mirror Breaker, Hellspark Elemental, Phantasmal Image, Talisman of Impulse"
"1","4","Red","R Burn","Artifacts","12","11","17","2.35","Chandra, Torch of Defiance, Canyon Slough, Sword of the Meek, Goblin Rabblemaster, Pyrite Spellbomb, Myr Enforcer, Blood Crypt, Sacred Foundry, Zurgo Bellstriker, Goblin Guide, Arcbound Ravager, Vault Skirge, Wooded Foothills, Porcelain Legionnaire, Temple of Triumph, Etched Champion, Mogg Fanatic, Pia and Kiran Nalaar, Steel Overseer, Earthquake, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Shock, Springleaf Drum, Batterskull, Galvanic Blast, Shrapnel Blast, Mox Opal, Trash for Treasure, Temple of Silence, Hellrider","Utopia Sprawl, Talisman of Progress, Abbot of Keral Keep, Terramorphic Expanse, Talisman of Indulgence, Zealous Conscripts, Rift Bolt, Hazoret the Fervent, Grim Lavamancer, Simian Spirit Guide, Chord of Calling, Chandra, Fire of Kaladesh, Ball Lightning, Incendiary Flow, Crystal Shard, Tarfire"
"1","5","Black/Green","BG Graveyard","Elves, Creatures","19","4","17","3.52","Reclamation Sage, Green Sun's Zenith, Thragtusk, Elves of Deep Shadow, Grim Flayer, Acidic Slime, Deathrite Shaman, Plow Under, Eternal Witness, Llanowar Wastes, Fauna Shaman, Hornet Queen, Courser of Kruphix, Woodland Bellower, Blooming Marsh, Verdant Catacombs, Llanowar Elves, Shriekmaw, Summoner's Pact, Elvish Piper, Carnage Tyrant, Craterhoof Behemoth, Overgrown Tomb, Joraga Treespeaker, Primeval Titan, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Temple of Malady, Sakura-Tribe Elder, Dryad Arbor, Birthing Pod","Talara's Battalion, Abrupt Decay, Verdurous Gearhulk, Inquisition of Kozilek, Smuggler's Copter, Rakdos's Return, Phyrexian Revoker, Razorverge Thicket, Maelstrom Pulse, Rancor, Ornithopter, Lodestone Golem, Ulamog, the Infinite Gyre, Naturalize, Dragonlord Atarka, Chromatic Star"
"1","6","Black/Blue","BU Tempo","Spells","9","14","17","3.78","Hero's Downfall, Vendilion Clique, Mulldrifter, Creeping Tar Pit, Dissolve, Fetid Pools, Negate, Frost Titan, Swamp, Swamp, Swamp, Swamp, Commit // Memory, Doom Blade, Disfigure, Jace, the Mind Sculptor, Tasigur, the Golden Fang, Kitesail Freebooter, Cryptic Command, Torrential Gearhulk, Evolving Wilds, Riftwing Cloudskate, Island, Island, Island, Island, Island, Island, Island, Logic Knot, Ashiok, Nightmare Weaver, Hostage Taker, Sunken Hollow, Spell Pierce, Remand, Ultimate Price, Time Warp, Polluted Delta, Grave Titan, Watery Grave","Coalition Relic, Diabolic Tutor, Mystic Snake, Mind Shatter, Settle the Wreckage, Caves of Koilos, Icy Manipulator, Knight of the Reliquary, Deceiver Exarch, Ashen Rider, Dragonskull Summit, Skullclamp, Boon Satyr, Inkwell Leviathan, Delver of Secrets, Desecration Demon"
"1","7","Green/Blue/White","GUW Blink","Humans, Creatures","16","7","17","2.61","Solemn Simulacrum, Glacial Fortress, Avacyn's Pilgrim, Misty Rainforest, Kiora, Master of the Depths, Venser, Shaper Savant, Spell Queller, Blade Splicer, Breeding Pool, Horizon Canopy, Windswept Heath, Condemn, Wall of Roots, Scattered Groves, Farseek, Prairie Stream, Sower of Temptation, Pacifism, Coiling Oracle, Renegade Rallier, Celestial Colonnade, Whisperwood Elemental, Mana Tithe, Noble Hierarch, Flickerwisp, Sun Titan, Forest, Treetop Village, Plains, Arid Mesa, Thraben Inspector, Mana Confluence, Birds of Paradise, Path to Exile, Tireless Tracker, Hallowed Fountain, City of Brass, Banishing Light, Temple Garden, Hinterland Harbor","Thrun, the Last Troll, Biomass Mutation, Cranial Plating, Isolated Chapel, Skinrender, Master of the Wild Hunt, Siege Rhino"
"1","8","Black","B Midrange","Phyrexians","12","11","17","3.61","Liliana of the Veil, Twisted Abomination, Fatal Push, Dread Return, Goryo's Vengeance, Phyrexian Obliterator, Oona's Prowler, Whip of Erebos, Pack Rat, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Liliana, the Last Hope, Gatekeeper of Malakir, Ravenous Chupacabra, Night's Whisper, Sheoldred, Whispering One, Massacre Wurm, Crypt Ghast, Noxious Gearhulk, Zombify, Wurmcoil Engine, Damnation, Kalitas, Traitor of Ghet, Thoughtseize, Bitterblossom","Leatherback Baloth, Sensei's Divining Top, Master of Etherium, Concealed Courtyard, Blackmail, Hedron Archive, Brain Maggot, Murmuring Bosk, Tarmogoyf, Vendetta, Chromatic Lantern, Godless Shrine, Lightning Helix, Mikaeus, the Lunarch, Myr Battlesphere, Commune with Nature, Blightsteel Colossus, Bloodghast, Phyrexian Arena, Scarecrone, Vampire Hexmage, Vedalken Shackles"
"2","1","Green/White","GW Counters","Green/White","13","10","17","2.91","Utopia Sprawl, Elspeth, Sun's Champion, Qasali Pridemage, Horizon Canopy, Angel of Invention, Crib Swap, Journey to Nowhere, Verdurous Gearhulk, Knight of the Reliquary, Scattered Groves, Courser of Kruphix, Brimaz, King of Oreskos, Gideon, Ally of Zendikar, Kitchen Finks, Rhonas the Indomitable, Pacifism, Razorverge Thicket, Noble Hierarch, Banisher Priest, Flickerwisp, Forest, Forest, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Batterskull, Birds of Paradise, Path to Exile, Tireless Tracker, Dryad Arbor, Elspeth, Knight-Errant, Oust, Temple Garden","Lingering Souls, Eldritch Evolution, Diabolic Tutor, Dark Confidant, Acidic Slime, Spectral Procession, Gatekeeper of Malakir, Zurgo Helmsmasher, Harmonize, Raging Ravine, Whisperwood Elemental, Adanto Vanguard, Boon Satyr, Ghalta, Primal Hunger, Mana Confluence, Kessig Prowler, Glorious Anthem"
"2","2","Red/Blue","RU Spellslinger","Spells, Humans","8","15","17","2.43","Sleight of Hand, Misty Rainforest, Shivan Reef, Gitaxian Probe, Zealous Conscripts, Rift Bolt, Negate, Grim Lavamancer, Censor, Faithless Looting, Lightning Bolt, Jace, Vryn's Prodigy, Young Pyromancer, Sulfur Falls, Jace, the Mind Sculptor, Incendiary Flow, Izzet Charm, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Preordain, Riftwing Cloudskate, Remove Soul, Island, Island, Island, Island, Island, Glorybringer, Jace Beleren, Monastery Swiftspear, Time Warp, Char, Spirebluff Canal, Thing in the Ice, Shelldock Isle","Cruel Ultimatum, Kiora, Master of the Depths, Plow Under, Blackmail, Blood Crypt, Huntmaster of the Fells, Terminate, Chandra, Fire of Kaladesh, Dark Petition, Disallow, Maelstrom Pulse, Earthquake, Celestial Crusader, Hostage Taker, Dreadbore, Cinder Glade, Hinterland Harbor"
"2","3","Red/White","RW Weenie","Artifacts, Humans","15","8","17","1.91","Student of Warfare, Aurelia, the Warleader, Umezawa's Jitte, Sword of Fire and Ice, Stoneforge Mystic, Condemn, Monastery Mentor, Inspiring Vantage, Sacred Foundry, Hero of Bladehold, Walking Ballista, Savannah Lions, Wooded Foothills, Battlefield Forge, Temple of Triumph, Selfless Spirit, Phyrexian Revoker, Knight of the White Orchid, Lightning Helix, Mikaeus, the Lunarch, Thalia, Guardian of Thraben, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Figure of Destiny, Isamaru, Hound of Konda, Clifftop Retreat, Steelshaper's Gift, Loxodon Warhammer, Kytheon, Hero of Akros, Honor of the Pure, Legion's Landing","Wrath of God, Archangel of Thune, Dragonskull Summit, Chord of Calling, Isolated Chapel, Pia and Kiran Nalaar, Dead // Gone, Rootbound Crag, Elesh Norn, Grand Cenobite, Steel Overseer, Sun Titan, Naturalize, Shrapnel Blast, Canopy Vista, Tarfire, Kird Ape"
"2","4","Black/Green","BG Graveyard","Black/Green","13","10","17","2.52","Hero's Downfall, Green Sun's Zenith, Abrupt Decay, Scavenging Ooze, Grim Flayer, Deathrite Shaman, Eternal Witness, Inquisition of Kozilek, Brain Maggot, Tarmogoyf, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Liliana, the Last Hope, Blooming Marsh, Verdant Catacombs, Shriekmaw, Ravenous Chupacabra, Kitesail Freebooter, Lotus Cobra, Forest, Forest, Forest, Murderous Cut, Skinrender, Ultimate Price, Urborg, Tomb of Yawgmoth, Kalitas, Traitor of Ghet, Bloodghast, Thoughtseize, Phyrexian Arena, Bitterblossom","Solemn Simulacrum, Talara's Battalion, Concealed Courtyard, Chromatic Sphere, Wall of Roots, Hornet Queen, Murmuring Bosk, Zurgo Bellstriker, Vendetta, Summoner's Pact, Craterhoof Behemoth, Massacre Wurm, Joraga Treespeaker, Ulamog, the Infinite Gyre, Commune with Nature, Master of the Wild Hunt, Pyroclasm, Birthing Pod, Bloodstained Mire"
"2","5","Red/Blue","RU Spellslinger","Spells, Wizards","10","13","17","2.74","Soul-Scar Mage, Bedlam Reveler, Chart a Course, Electrolyze, Steam Vents, Vendilion Clique, Snapcaster Mage, Splinter Twin, Dissolve, Stormchaser Mage, Deceiver Exarch, Glen Elendra Archmage, Bribery, Temple of Epiphany, Lightning Axe, Unsummon, Pestermite, Flame Slash, Bloodwater Entity, Kiki-Jiki, Mirror Breaker, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Shock, Searing Spear, Island, Island, Island, Island, Island, Island, Island, Island, Mana Leak, Scalding Tarn, Arc Trail, Abrade","Leatherback Baloth, Cathartic Reunion, Mystic Snake, Judge's Familiar, Ratchet Bomb, Hazoret the Fervent, Woodfall Primus, Yavimaya Coast, Simian Spirit Guide, Coiling Oracle, Beast Within, Carnage Tyrant, Hellspark Elemental, Goblin Dark-Dwellers, Through the Breach, Lightning Greaves, Crystal Shard, Dragonlord Atarka, Quicksilver Amulet"
"2","6","Black/Blue","BU Artifacts","Artifacts","11","12","17","3.17","Talisman of Progress, Master of Etherium, Sphinx of the Steel Wind, Sword of the Meek, Myr Enforcer, Hedron Archive, Prairie Stream, Swamp, Swamp, Swamp, Blackcleave Cliffs, Arcbound Ravager, Mishra's Bauble, Vault Skirge, Skullclamp, Inkmoth Nexus, Etched Champion, Inventors' Fair, Mountain, Mountain, Mindslaver, Bomat Courier, Frogmite, Island, Island, Island, Island, Island, Plains, Springleaf Drum, Sundering Titan, Marsh Flats, Inkwell Leviathan, Mox Opal, Trash for Treasure, Temple of Silence, Chrome Mox, Scarecrone, Dismember, Chromatic Star","Ulamog, the Ceaseless Hunger, Mulldrifter, Settle the Wreckage, Llanowar Wastes, Krosan Grip, Tidehollow Sculler, Wall of Omens, Hypnotic Specter, Hidden Dragonslayer, Manamorphose, Emrakul, the Aeons Torn, Secure the Wastes, Siege-Gang Commander, Reciprocate, Dig Through Time, Vampire Nighthawk"
"2","7","Black/Blue","BU Reanimator","Spells","11","12","17","4.04","Liliana of the Veil, Twisted Abomination, Cryptbreaker, Creeping Tar Pit, Duress, Dread Return, Goryo's Vengeance, Phyrexian Obliterator, Talisman of Dominance, Pack Rat, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Godless Shrine, Liliana, Death's Majesty, Night's Whisper, Drowned Catacomb, Tasigur, the Golden Fang, Overgrown Tomb, Crypt Ghast, Zombify, Myr Battlesphere, The Scarab God, Woodland Cemetery, Wurmcoil Engine, Unburial Rites, Damnation, Makeshift Mannequin, Polluted Delta, Grave Titan, Search for Azcanta, Griselbrand, Watery Grave","Venser, Shaper Savant, Sylvan Caryatid, Garruk Wildspeaker, Terramorphic Expanse, Elves of Deep Shadow, Fauna Shaman, Shadowmage Infiltrator, Farseek, Rakdos's Return, Llanowar Elves, Evolving Wilds, Fertile Ground, Sakura-Tribe Elder, Desecration Demon, Vampire Hexmage"
"2","8","Blue/White","UW Control","Artifacts, Spells","8","15","17","3.04","Glacial Fortress, Karn Liberated, Spell Queller, Sensei's Divining Top, Consecrated Sphinx, Irrigated Farmland, Geist of Saint Traft, Archangel Avacyn, Aether Spellbomb, Frost Titan, Chromatic Lantern, Serum Visions, Commit // Memory, Opt, Celestial Colonnade, Thopter Foundry, Mana Tithe, Ancestral Vision, Mountain, Disenchant, Island, Island, Island, Island, Island, Island, Island, Island, Plains, Plains, Plains, Thraben Inspector, Sunken Hollow, Day of Judgment, Cyclonic Rift, Restoration Angel, Talrand, Sky Summoner, Hallowed Fountain, Pact of Negation, Vedalken Shackles","Lotus Bloom, Collected Company, Stomping Ground, Breeding Pool, Ashen Rider, Tezzeret the Seeker, Mantis Rider, Porcelain Legionnaire, Relic of Progenitus, Renegade Rallier, Temple of Mystery, Ornithopter, Lodestone Golem, Blightsteel Colossus, Hero of Oxid Ridge, City of Brass, Ajani Vengeant"
"3","1","Black/Blue","BU Tempo","Spells, Humans","10","13","17","3.52","Misty Rainforest, Venser, Shaper Savant, Twisted Abomination, Creeping Tar Pit, Snapcaster Mage, Fetid Pools, Shadowmage Infiltrator, Aether Spellbomb, Swamp, Treasure Cruise, Inkmoth Nexus, Bribery, Jace, the Mind Sculptor, Night's Whisper, Tasigur, the Golden Fang, Botanical Sanctum, Inventors' Fair, Massacre Wurm, Condescend, Ancestral Vision, Riftwing Cloudskate, Island, Island, Island, Island, Island, Island, Island, Island, Logic Knot, Ashiok, Nightmare Weaver, Murderous Cut, Hostage Taker, The Scarab God, Looter il-Kor, Sunken Hollow, Remand, Boomerang, Watery Grave, Vedalken Shackles","Cruel Ultimatum, Kiora, Master of the Depths, Sylvan Caryatid, Plow Under, Dread Return, Grim Lavamancer, Craterhoof Behemoth, Bloodwater Entity, Street Wraith, Through the Breach, Sword of Feast and Famine, Unburial Rites, Delver of Secrets, City of Brass"
"3","2","Black/Red","BR Burn","Spells, Humans","13","10","17","2.74","Soul-Scar Mage, Bedlam Reveler, Hero's Downfall, Abbot of Keral Keep, Inferno Titan, Ingot Chewer, Goblin Rabblemaster, Rift Bolt, Pyrite Spellbomb, Smoldering Marsh, Faithless Looting, Goblin Guide, Swamp, Blackcleave Cliffs, Young Pyromancer, Mishra's Bauble, Ravenous Chupacabra, Mogg Fanatic, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Arid Mesa, Shrapnel Blast, Incinerate, Siege-Gang Commander, Thoughtseize, Devil's Play, Hellrider, Hero of Oxid Ridge, Bloodstained Mire, Dismember","Electrolyze, Eldritch Evolution, Diabolic Tutor, Stomping Ground, Bloodbraid Elf, Zurgo Helmsmasher, Temple of Triumph, Godless Shrine, Maelstrom Pulse, Boon Satyr, Secure the Wastes, Damnation, Clifftop Retreat, Sheltered Thicket, Master of the Wild Hunt, Cinder Glade, Thing in the Ice, Grave Titan"
"3","3","Red","R Burn","Artifacts, Spells","7","16","17","2.09","Cathartic Reunion, Zealous Conscripts, Sword of Fire and Ice, Splinter Twin, Lightning Bolt, Walking Ballista, Skullclamp, Ball Lightning, Phyrexian Revoker, Manamorphose, Flame Slash, Rootbound Crag, Earthquake, Kiki-Jiki, Mirror Breaker, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hellspark Elemental, Shock, Searing Spear, Burst Lightning, Forest, Goblin Dark-Dwellers, Springleaf Drum, Char, Chrome Mox, Tarfire, Abrade","Utopia Sprawl, Cryptbreaker, Terramorphic Expanse, Abrupt Decay, Canyon Slough, Llanowar Wastes, Stormchaser Mage, Vendetta, Huntmaster of the Fells, Woodland Bellower, Arcbound Ravager, Dark Petition, Elvish Piper, Rancor, Frogmite, Gemstone Caverns, Heir of Falkenrath, Canopy Vista, Bloodghast, Desecration Demon, Bitterblossom"
"3","4","Green/White","GW Counters","Humans, Creatures","18","5","17","2.65","Avacyn's Pilgrim, Collected Company, Qasali Pridemage, Garruk Wildspeaker, Blade Splicer, Scavenging Ooze, Breeding Pool, Horizon Canopy, Windswept Heath, Journey to Nowhere, Eternal Witness, Knight of the Reliquary, Wall of Roots, Scattered Groves, Brimaz, King of Oreskos, Kitchen Finks, Renegade Rallier, Selfless Spirit, Hidden Dragonslayer, Lotus Cobra, Whisperwood Elemental, Razorverge Thicket, Noble Hierarch, Thalia, Guardian of Thraben, Joraga Treespeaker, Flickerwisp, Forest, Forest, Forest, Forest, Plains, Plains, Plains, Plains, Plains, Plains, Dryad Arbor, Elspeth, Knight-Errant, Temple Garden, Birthing Pod","Talara's Battalion, Elves of Deep Shadow, Grim Flayer, Crib Swap, Geist of Saint Traft, Farseek, Chord of Calling, Coiling Oracle, Beast Within, Carnage Tyrant, Celestial Crusader, Naturalize, Fertile Ground, Kessig Prowler, Sakura-Tribe Elder"
"3","5","White","W Weenie","Humans","13","10","17","1.91","Student of Warfare, Wrath of God, Stoneforge Mystic, Spectral Procession, Condemn, Monastery Mentor, Inspiring Vantage, Sacred Foundry, Hero of Bladehold, Knight of the Holy Nimbus, Savannah Lions, Knight of the White Orchid, Adanto Vanguard, Mana Tithe, Gideon's Lawkeeper, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Figure of Destiny, Isamaru, Hound of Konda, Path to Exile, Steelshaper's Gift, Marsh Flats, Seeker of the Way, Glorious Anthem, Kytheon, Hero of Akros, Honor of the Pure, Oust, Legion's Landing","Settle the Wreckage, Hazoret the Fervent, Negate, Fauna Shaman, Simian Spirit Guide, Archangel of Thune, Rhonas the Indomitable, Wall of Omens, Sulfur Falls, Pia and Kiran Nalaar, Raging Ravine, Bomat Courier, Sun Titan, Woodland Cemetery, Day of Judgment, Galvanic Blast, Monastery Swiftspear, Temple of Malady, Reciprocate"
"3","6","Blue","U Artifacts","Artifacts, Spells","7","16","17","4.09","Coalition Relic, Talisman of Progress, Ponder, Sleight of Hand, Everflowing Chalice, Karn Liberated, Master of Etherium, Sphinx of the Steel Wind, Sword of the Meek, Phyrexian Metamorph, Censor, Irrigated Farmland, Tezzeret the Seeker, Talisman of Dominance, Prairie Stream, Chromatic Lantern, Swamp, Serum Visions, Commit // Memory, Celestial Colonnade, Preordain, Repeal, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Myr Battlesphere, Mana Leak, Scalding Tarn, Sundering Titan, Inkwell Leviathan, Blightsteel Colossus, Polluted Delta, Flooded Strand","Elspeth, Sun's Champion, Shivan Reef, Ratchet Bomb, Biomass Mutation, Woodfall Primus, Mantis Rider, Battlefield Forge, Sphinx's Revelation, Mikaeus, the Lunarch, Leonin Relic-Warder, Ornithopter, Ghalta, Primal Hunger, Crystal Shard, Mana Confluence, Makeshift Mannequin, Spirebluff Canal"
"3","7","Black","B Midrange","Spells","10","13","17","3.04","Liliana of the Veil, Fatal Push, Dark Confidant, Mind Shatter, Concealed Courtyard, Blackmail, Duress, Caves of Koilos, Goryo's Vengeance, Brain Maggot, Ashen Rider, Smuggler's Copter, Whip of Erebos, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Liliana, the Last Hope, Gatekeeper of Malakir, Shriekmaw, Disfigure, Isolated Chapel, Liliana, Death's Majesty, Kitesail Freebooter, Crypt Ghast, Zombify, Skinrender, Ultimate Price, Urborg, Tomb of Yawgmoth, Griselbrand, Vampire Hexmage","Leatherback Baloth, Murmuring Bosk, Blood Crypt, Kolaghan's Command, Courser of Kruphix, Tidehollow Sculler, Rakdos's Return, Terminate, Dragonskull Summit, Blooming Marsh, Verdant Catacombs, Dead // Gone, Evolving Wilds, Siege Rhino, Quicksilver Amulet, Pyroclasm, Banishing Light, Kird Ape"
"3","8","Blue","U Combo","Artifacts","7","16","17","2.70","Solemn Simulacrum, Ensoul Artifact, Lotus Bloom, Sensei's Divining Top, Steam Vents, Umezawa's Jitte, Mulldrifter, Chromatic Sphere, Dissolve, Hedron Archive, Icy Manipulator, Skysovereign, Consul Flagship, Porcelain Legionnaire, Relic of Progenitus, Etched Champion, Temple of Mystery, Steel Overseer, Mountain, Mountain, Mindslaver, Island, Island, Island, Island, Island, Island, Island, Forest, Forest, Plains, Plains, Plains, Plains, Lightning Greaves, Batterskull, Loxodon Warhammer, Hangarback Walker, Talisman of Impulse, Scarecrone, Chromatic Star","Vendilion Clique, Consecrated Sphinx, Krosan Grip, Temur Charm, Frost Titan, Opt, Summoner's Pact, Harmonize, Drowned Catacomb, Pestermite, Disallow, Noxious Gearhulk, Primeval Titan, Remove Soul, Ulamog, the Infinite Gyre, Phantasmal Image, Commune with Nature, Spell Pierce, Cyclonic Rift, Time Warp"
"4","1","Black/Blue","BU Reanimator","Black/Blue","12","11","17","4.35","Cryptbreaker, Goryo's Vengeance, Phyrexian Obliterator, Ashen Rider, Whip of Erebos, Pack Rat, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Bribery, Shriekmaw, Dark Petition, Liliana, Death's Majesty, Massacre Wurm, Noxious Gearhulk, Island, Ashiok, Nightmare Weaver, Zombify, Plains, The Scarab God, Sunken Hollow, Wurmcoil Engine, Unburial Rites, Heir of Falkenrath, Makeshift Mannequin, Urborg, Tomb of Yawgmoth, Inkwell Leviathan, Thoughtseize, Grave Titan, Bitterblossom","Coalition Relic, Solemn Simulacrum, Mind Shatter, Myr Enforcer, Blackmail, Consecrated Sphinx, Hedron Archive, Negate, Stoneforge Mystic, Murmuring Bosk, Cranial Plating, Disallow, Disenchant, Riftwing Cloudskate, Phantasmal Image, Murderous Cut, Hostage Taker, Lightning Greaves, Bloodghast, Phyrexian Arena"
"4","2","Green/Red","GR Ramp","Shamans","13","10","17","4.87","Ulamog, the Ceaseless Hunger, Karn Liberated, Inferno Titan, Green Sun's Zenith, Thrun, the Last Troll, Sylvan Caryatid, Stomping Ground, Krosan Grip, Wooded Foothills, Oracle of Mul Daya, Beast Within, Elvish Piper, Lotus Cobra, Carnage Tyrant, Raging Ravine, Emrakul, the Aeons Torn, Rootbound Crag, Mountain, Mountain, Mountain, Primeval Titan, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Ulamog, the Infinite Gyre, Through the Breach, Fertile Ground, Commune with Nature, Cinder Glade, Quicksilver Amulet, Sakura-Tribe Elder, Blightsteel Colossus, Chrome Mox, Talisman of Impulse","Lotus Bloom, Kiora, Master of the Depths, Leatherback Baloth, Splinter Twin, Smoldering Marsh, Simian Spirit Guide, Rakdos's Return, Huntmaster of the Fells, Dragonskull Summit, Temple of Mystery, Pestermite, Whisperwood Elemental, Hellspark Elemental, Glorybringer, Shrapnel Blast, Siege-Gang Commander, Pyroclasm"
"4","3","Green","G Ramp","Green","10","13","17","3.13","Avacyn's Pilgrim, Collected Company, Eldritch Evolution, Garruk Wildspeaker, Scavenging Ooze, Plow Under, Horizon Canopy, Concealed Courtyard, Biomass Mutation, Woodfall Primus, Llanowar Wastes, Fauna Shaman, Courser of Kruphix, Smuggler's Copter, Woodland Bellower, Skullclamp, Summoner's Pact, Harmonize, Craterhoof Behemoth, Maelstrom Pulse, Noble Hierarch, Rancor, Joraga Treespeaker, Island, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Woodland Cemetery, Sword of Feast and Famine, Temple of Malady, Master of the Wild Hunt, Temple Garden, Birthing Pod","Lingering Souls, Aurelia, the Warleader, Twisted Abomination, Grim Flayer, Collective Brutality, Duress, Brain Maggot, Pacifism, Mikaeus, the Lunarch, Dead // Gone, Springleaf Drum, Ultimate Price, Kalitas, Traitor of Ghet, Glorious Anthem, Vampire Hexmage, Dismember"
